204012843,69
100000133,55
100000082,58
100000110,36
100000083,37
100000086,57
100000057,86
100000001,93
100000010,39
100000100,83
100000103,60
100000106,34
100000124,30
100000109,61
100000112,46
100000115,83
100000118,42
100000121,41
100000127,75
100000013,30
100000130,60
100000136,48
100000139,45
100000142,96
100000145,50
100000148,60
100000016,56
100000019,31
100000022,68
100000025,71
100000028,42
100000031,36
100000034,34
100000037,75
100000004,87
100000040,88
100000043,63
100000046,72
100000049,40
100000052,32
100000055,79
100000058,87
100000061,50
100000064,95
100000067,45
100000007,68
100000070,88
100000073,77
100000076,84
100000079,38
100000085,59
100000088,43
100000091,63
100000094,33
100000097,58
13306632,59
100000101,55
100000104,74
100000107,96
100000011,45
100000113,98
100000116,63
100000119,52
100000122,51
100000125,88
100000128,81
100000131,59
100000134,78
100000137,50
100000014,70
100000140,55
100000143,99
100000146,74
100000149,98
100000017,66
100000002,74
100000020,33
100000023,65
100000026,67
100000029,94
100000032,66
100000035,38
100000038,73
100000041,72
100000044,45
100000047,63
100000005,71
100000050,32
100000053,75
100000056,34
100000059,95
100000062,35
100000065,64
100000068,46
100000071,90
100000074,72
100000077,61
100000008,57
100000080,86
100000089,90
100000092,54
100000095,50
100000098,53
100000102,82
100000105,65
100000108,31
100000111,49
100000114,34
100000117,80
100000012,90
100000120,60
100000123,90
100000126,71
100000129,90
100000132,62
100000135,45
100000138,36
100000141,92
100000144,40
100000147,65
100000015,94
100000150,84
100000018,35
100000021,31
100000024,66
100000027,81
100000003,89
100000030,87
100000033,56
100000036,32
100000039,34
100000042,76
100000045,43
100000048,58
100000051,30
100000054,38
100000006,73
100000060,42
100000063,95
100000066,55
100000069,46
100000072,91
100000075,33
100000078,72
100000081,98
100000084,39
100000087,43
100000009,87
100000090,79
100000093,63
100000096,62
100000099,83
