204012843,76
100000133,77
100000082,50
100000110,81
100000083,90
100000086,79
100000057,99
100000001,48
100000010,52
100000100,54
100000103,93
100000106,64
100000124,94
100000109,89
100000112,78
100000115,55
100000118,68
100000121,91
100000127,70
100000013,83
100000130,79
100000136,55
100000139,71
100000142,64
100000145,57
100000148,86
100000016,93
100000019,96
100000022,69
100000025,50
100000028,91
100000031,71
100000034,46
100000037,60
100000004,87
100000040,97
100000043,52
100000046,50
100000049,75
100000052,62
100000055,68
100000058,49
100000061,47
100000064,70
100000067,71
100000007,71
100000070,49
100000073,95
100000076,96
100000079,70
100000085,65
100000088,66
100000091,96
100000094,57
100000097,61
13306632,78
100000101,95
100000104,97
100000107,93
100000011,75
100000113,65
100000116,51
100000119,40
100000122,71
100000125,94
100000128,93
100000131,93
100000134,77
100000137,60
100000014,94
100000140,100
100000143,45
100000146,73
100000149,71
100000017,81
100000002,71
100000020,60
100000023,78
100000026,78
100000029,76
100000032,91
100000035,48
100000038,60
100000041,99
100000044,83
100000047,80
100000005,88
100000050,85
100000053,81
100000056,69
100000059,88
100000062,47
100000065,46
100000068,40
100000071,88
100000074,52
100000077,95
100000008,78
100000080,94
100000089,49
100000092,99
100000095,89
100000098,97
100000102,79
100000105,68
100000108,78
100000111,63
100000114,49
100000117,74
100000012,48
100000120,67
100000123,86
100000126,83
100000129,60
100000132,69
100000135,47
100000138,97
100000141,84
100000144,78
100000147,84
100000015,72
100000150,89
100000018,57
100000021,47
100000024,50
100000027,75
100000003,91
100000030,99
100000033,53
100000036,73
100000039,84
100000042,94
100000045,51
100000048,87
100000051,73
100000054,79
100000006,74
100000060,88
100000063,59
100000066,99
100000069,62
100000072,86
100000075,81
100000078,67
100000081,92
100000084,57
100000087,68
100000009,53
100000090,55
100000093,98
100000096,93
100000099,80
